id,artist,birth_date,debut_date,nationality,group_type,introduction,social_media,keywords,img_url,created_at,updated_at
36,Novelbright (노벨브라이트),,2020.0,,,"Novelbright (노벨브라이트)는 2013년에 결성되어 일본에서 활발하게 활동하고 있는 5인조 록 밴드예요. 타케나카 유다이 (보컬), 야마다 카이토 (기타), 오키 소지로 (기타), 케고 (베이스), 네기 (드럼)로 구성되어 있어요. 이들은 감성적인 멜로디와 보컬 타케나카 유다이의 폭발적인 가창력, 특히 고음이 매력적인데요. 밴드 이름은 '새롭게 빛나는'이라는 의미를 담고 있어요. 길거리 공연과 SNS를 통해 입소문을 타면서 큰 인기를 얻었으며, 2020년 미니 앨범 'WONDERLAND'로 메이저 데뷔를 했어요. 그들의 노래는 애니메이션이나 드라마의 주제가로도 자주 사용되고 있어요.",https://www.instagram.com/novelbright_jp/,"J-록,팝-록,록 밴드,고음 보컬,감성적 멜로디",https://novelbright.jp/img/img_profile_pc.png,2025-09-05 19:28:13.416,2025-09-08 21:09:59.875
37,My Dying Bride (마이 다잉 브라이드),,1990.0,,음악 그룹,"My Dying Bride는 1990년 영국 웨스트 요크셔의 브래드포드에서 결성된 둠 메탈 밴드이에요. 이들은 헤비하고 느린 리프, 비극적이고 멜랑콜리한 분위기, 그리고 바이올린과 같은 클래식 악기를 사용하여 독특하고 웅장한 사운드를 만들어내요. 특히 애런 스테인소프의 깊이 있는 보컬과 서정적인 가사는 밴드의 음악적 특징을 더욱 돋보이게 합니어요. 밴드 이름인 'My Dying Bride'는 죽음, 상실, 비극적인 사랑과 같은 그들의 음악적 주제를 잘 나타내고 있어요. 현재 멤버는 보컬의 애런 스테인소프, 기타의 앤드류 크레이건과 닐 블랑셰트, 베이스의 레나 아베, 키보드와 바이올린의 숀 맥고완, 드럼의 제프 싱어이에요. 이들은 초기 90년대 둠/데스 메탈 씬에서 중요한 역할을 하며, 멜랑콜리하고 웅장한 음악으로 많은 팬들에게 사랑받고 있어요.",https://www.instagram.com/mydyingbride_official/,"둠 메탈,고딕 메탈,데스 둠,멜랑콜리,비극,웅장함",https://www.nuclearblast.com/de/img/my_dying_bride_2024_band_photo_credit_annalisa_castaldo.jpg,2025-09-05 19:28:13.416,2025-09-08 21:09:59.875
38,yama (야마),,,,,,,,,2025-09-05 19:28:13.416,2025-09-08 21:09:59.875
39,CHRISTOPHER (크리스토퍼),,2012.0,,남성 솔로,"덴마크 출신의 팝 싱어송라이터 크리스토퍼는 감미로운 음색과 트렌디한 사운드를 결합한 음악을 선보이에요. 팝, R&B, 소울 장르를 기반으로 하며, 부드러우면서도 호소력 짙은 보컬이 특징이에요. 본명인 크리스토퍼 룬드 니센을 예명으로 사용하고 있고요. 2012년 정규 1집 앨범 'Colours'로 데뷔한 그는 'Bad', 'Heartbeat', 'Irony' 등 많은 히트곡을 발표하며 전 세계 팬들에게 큰 사랑을 받고 있어요. 특히 매력적인 비주얼과 뛰어난 라이브 실력으로 많은 찬사를 받고 있어요.",https://www.instagram.com/christophermusiccom,"팝,R&B,소울,싱어송라이터,감미로운 보컬,트렌디 사운드",https://image.bugsm.co.kr/artist/images/1000/artist-3031024.jpg?version=20231128104523.0,2025-09-05 19:28:13.416,2025-09-08 21:09:59.875
41,TAKANE NO NADESHIKO (타카네노나데시코),,2022.0,,J-Pop 아이돌,"TAKANE NO NADESHIKO (타카네노나데시코)는 일본에서 활발히 활동하는 10인조 아이돌 그룹이에요. 2022년에 데뷔했으며, '고귀한 나데시코'라는 의미처럼, 팬들에게는 동경의 대상이지만 가까이 다가갈 수 있는 친근한 존재가 되고자 하는 매력을 가지고 있답니어요. 주로 J-Pop 기반의 밝고 에너지 넘치는 음악을 선보이며, 멤버들의 개성 넘치는 퍼포먼스와 청량한 보컬이 특징이에요. 멤버는 城月菜央 (코우즈키 나오), 涼海すう (스즈미 스우), 東山恵里沙 (히가시야마 에리사), 日向端ひな (히나타바타 히나), 星谷美来 (호시야 미쿠), 葉月紗蘭 (하즈키 사라), 春野莉々 (하루노 리리), 松本ももな (마츠모토 모모나), 橋本桃呼 (하시모토 모모코), 籾山ひめり (모미야마 히메리)이에요.",https://www.instagram.com/takanenonadeshiko_official/,"J-Pop,아이돌,걸그룹,퍼포먼스",https://takanenonadeshiko.jp/img/profile_img_group.webp,2025-09-05 19:28:13.416,2025-09-08 21:09:59.875
42,JVKE (제이크),,2020.0,,싱어송라이터,"JVKE(제이크)는 미국의 싱어송라이터이자 프로듀서로 활동하고 있어요. 본명은 제이콥 로슨(Jacob Lawson)이며, 자신의 이름에서 따온 'JVKE'라는 예명으로 팬들을 만나고 있어요. 주로 팝, 인디 팝, 그리고 R&B 장르의 음악을 선보이며, 감성적인 멜로디와 독특한 보컬 스타일이 그의 음악적 특징이에요. 특히 틱톡(TikTok)을 통해 자신의 음악을 공유하며 대중에게 이름을 알리기 시작했으며, 2020년에 발매한 'Upside Down'으로 주목받았어요. 이후 'Golden Hour'가 전 세계적으로 큰 사랑을 받으며 글로벌 아티스트로 자리매김했어요. 그는 직접 작사, 작곡, 프로듀싱까지 도맡아 하는 다재다능한 아티스트이에요.",https://www.instagram.com/jvke/,"팝,인디 팝,R&B,싱어송라이터",https://i.scdn.co/image/ab6761610000e5eb1d275ce3081e2dd0182f0ee7,2025-09-05 19:28:13.416,2025-09-08 21:09:59.875
43,Hot Milk (핫 밀크),,2019.0,,밴드,"Hot Milk는 영국 맨체스터에서 결성되어 활발히 활동하고 있는 팝 펑크 밴드이에요. 이모(Emo), 얼터너티브 록 장르를 넘나들며 캐치하고 에너제틱한 사운드를 들려주고 있어요. 보컬과 기타를 맡고 있는 한 미(Han Mee)와 짐 쇼(Jim Shaw)를 중심으로, 베이스의 톰 패튼(Tom Paton), 드럼의 해리 델러(Harry Deller)로 구성되어 있어요. 2018년에 밴드를 결성하고 2019년 첫 EP 앨범 'Are You Feeling Alive?'를 발표하며 본격적으로 음악 활동을 시작했어요. 젊은 세대의 불안감, 정신 건강, 그리고 자기 자신을 사랑하는 것에 대한 솔직한 메시지를 가사에 담아 많은 팬들의 공감을 얻고 있어요. 폭발적인 라이브 퍼포먼스와 팝의 대중성, 펑크의 강렬한 에너지를 절묘하게 결합하는 것이 Hot Milk만의 큰 특징이에요.",https://www.instagram.com/hotmilkhotmilk/,"팝 펑크,이모,얼터너티브 록,에너지 넘치는,캐치한 멜로디",https://www.wearehotmilk.co.uk/wp-content/uploads/2023/07/HotMilk_3_Molly_Cranch.jpg,2025-09-05 19:28:13.416,2025-09-08 21:09:59.875
44,Tinashe (티나셰),,2010.0,,솔로 가수,"티나셰는 미국에서 활발히 활동하고 있는 다재다능한 솔로 가수예요. R&B를 기반으로 팝, 얼터너티브 R&B, 힙합 등 다양한 장르를 넘나들며 자신만의 독특한 음악 세계를 구축하고 있어요. 그녀의 이름 '티나셰'는 아버지가 사용하는 쇼나어로 '우리는 신과 함께'라는 뜻을 가지고 있어요. 데뷔 전에는 걸그룹 '더 스터너스' 멤버로 활동했으며, 2010년 첫 믹스테이프 'Rebel'을 발표하며 솔로 아티스트로서 첫발을 내디뎠어요. 감각적인 보컬은 물론, 뛰어난 댄스 실력과 무대 위 섬세한 안무 표현이 그녀의 큰 특징 중 하나로 꼽혀요. 폭넓은 음악적 스펙트럼과 퍼포먼스 능력으로 많은 팬들의 사랑을 받고 있어요.",https://www.instagram.com/tinashenow/,"R&B,팝,얼터너티브 R&B,힙합,댄스,싱어송라이터",https://i.scdn.co/image/ab6761610000e5ebc564c9299479e0000a6e4530,2025-09-05 19:28:13.416,2025-09-08 21:09:59.875
45,Konomi Suzuki (코노미 스즈키),,2012.0,,가수,"코노미 스즈키는 일본에서 활발하게 활동하고 있는 여성 가수이에요. 주로 애니메이션 주제가(애니송)와 J-Pop, 록 음악을 선보이며, 파워풀하면서도 청량한 가창력이 특징이에요. 2011년 애니맥스 애니송 그랑프리에서 우승하며 주목받았고, 이듬해인 2012년 애니메이션 '황혼소녀X암네시아'의 오프닝 테마 'CHOIR JAIL'로 정식 데뷔했어요. 수많은 인기 애니메이션의 주제가를 불러 애니송 팬들 사이에서 많은 사랑을 받고 있답니어요.",,"애니송,J-POP,록,파워풀한 보컬",http://konomi-suzuki.net/wp-content/uploads/2023/11/IMG_0126-min.jpeg,2025-09-05 19:28:13.416,2025-09-08 21:09:59.875
46,"Tyler, The Creator (타일러, 더 크리에이터)",,2011.0,,,"타일러, 더 크리에이터는 미국 로스앤젤레스를 기반으로 활발하게 활동하는 아티스트이에요. 주로 힙합, 얼터너티브 힙합 장르에서 독보적인 존재감을 드러내고 있으며, 네오 소울, R&B, 재즈 랩, 실험적인 사운드 등 다양한 음악적 요소를 자신만의 스타일로 융합하고 있어요. 그의 본명은 타일러 그레고리 오콘마이며, 'The Creator'라는 이름은 음악 외에도 패션, 시각 예술 등 여러 분야에서 뛰어난 창작 활동을 펼치는 그의 다재다능함을 잘 보여줍니어요. 2000년대 후반 힙합 크루 오드 퓨처의 리더로 주목받기 시작했고, 2011년 첫 정규 앨범 'Goblin'을 발표하며 솔로 아티스트로서 본격적인 커리어를 시작했어요. 이후 발표한 앨범들, 특히 'IGOR'와 'CALL ME IF YOU GET LOST'로 그래미 어워드 최우수 랩 앨범을 수상하며 음악적 실력을 입증했어요. 독창적인 프로덕션, 깊이 있는 스토리텔링이 담긴 가사, 그리고 매 앨범마다 새롭게 변모하는 음악적 색깔이 그의 가장 큰 특징이라고 할 수 있어요. 자신만의 확고한 패션 스타일과 시각적인 아트를 통해 트렌드를 선도하기도 합니어요.",https://www.instagram.com/feliciathegoat/,"힙합,얼터너티브 힙합,네오 소울,R&B,재즈 랩,실험적,프로듀서,패션,비주얼 아트","https://media.pitchfork.com/photos/615a9990b79564c7d0d046f8/master/w_1600,c_limit/Tyler-The-Creator.jpg",2025-09-05 19:28:13.416,2025-09-08 21:09:59.875
47,SEKAI NO OWARI (세카이 노 오와리),,2010.0,,J-POP 밴드,"SEKAI NO OWARI는 일본을 대표하는 팝 록 밴드이에요. 보컬 후카세, 기타와 리더를 맡은 나카진, 피아노와 아코디언을 연주하며 스테이지 프로듀서를 담당하는 사오리, 그리고 DJ LOVE로 구성되어 있어요. '세상의 끝'이라는 그룹명은 보컬 후카세가 '세상의 끝에서부터 시작하자'는 의미를 담아 지었다고 합니어요. 이들은 2010년 첫 앨범 'EARTH'를 발표하며 메이저 데뷔했어요. 동화적이고 환상적인 사운드와 멜로디에 사회 비판적이거나 희망적인 메시지를 담은 가사가 특징이에요. 다양한 장르를 넘나들며 독특한 음악 세계를 구축하고 있으며, 라이브 공연에서는 판타지적인 무대 연출로도 유명하답니어요.",https://www.instagram.com/sekai_no_owari_fukase/,"J-POP,팝,록,일렉트로니카,판타지,희망,사회비판",https://www.j-wave.co.jp/original/spark/sekainoowari/img/main.jpg,2025-09-05 19:28:13.416,2025-09-08 21:09:59.875
48,MAISONdes (메종드),,2021.0,,,"MAISONdes (메종드)는 '어느 방'을 콘셉트로 운영되는 일본의 음악 프로젝트이에요. 방의 형태와 분위기에 따라 주인이 바뀌듯, 매 곡마다 다른 보컬과 작곡가가 참여하는 것이 가장 큰 특징이에요. 고정된 멤버 없이, '집'을 의미하는 MAISONdes라는 이름 아래 다양한 아티스트들이 모여 다채로운 음악을 선보이고 있어요. 2021년 7월에 첫 곡 '여름밤 덧없어'를 발표하며 활동을 시작했어요. 주로 J-POP, 시티팝, 보컬로이드 같은 장르를 아우르며, 인터넷 밈이나 독특한 가사로도 많은 사랑을 받고 있답니어요.",https://www.instagram.com/maisondes_6half/,"J-POP,시티팝,보컬로이드,프로젝트,다양한 보컬",https://i.scdn.co/image/ab6761610000e5ebf86641680d2d3a33989e2230,2025-09-05 19:28:13.416,2025-09-08 21:09:59.875
49,Travis Scott (트래비스 스캇),,2013.0,,래퍼,"트래비스 스캇은 미국 텍사스주 휴스턴 출신의 래퍼이자 프로듀서예요. 본명은 Jacques Berman Webster II이며, 삼촌의 이름 'Travis'와 그의 영웅인 래퍼 Kid Cudi의 별명 'Scott'에서 따온 예명이라고 해요. 힙합과 트랩 음악을 기반으로 하지만, 싸이키델릭하고 어두운 분위기, 독특한 사운드 스케이프, 오토튠을 적극적으로 활용한 몽환적인 보컬이 그의 음악적 특징이에요. 2010년대 초반부터 프로듀서로 활동하며 이름을 알리기 시작했고, 2012년 카니예 웨스트의 GOOD Music 레이블과 계약한 후 2013년 믹스테이프 'Owl Pharaoh'를 발표하며 본격적인 래퍼 커리어를 시작했어요. 'Rodeo', 'Astroworld' 등 발표하는 앨범마다 큰 성공을 거두었으며, 그의 라이브 공연은 엄청난 에너지와 열정적인 무대 매너로 유명합니어요. 음악뿐만 아니라 패션, 문화 전반에 걸쳐 강력한 영향력을 행사하고 있는 아티스트예요.",https://www.instagram.com/travisscott,"힙합,트랩,싸이키델릭 힙합,오토튠,독특한 사운드,프로듀서",https://i.scdn.co/image/ab6761610000e5eb2d1921350a4d53066928e162,2025-09-05 19:28:13.416,2025-09-08 21:09:59.875
50,Hitsujibungaku (히츠지분가쿠),,2017.0,,밴드,"히츠지분가쿠는 일본에서 활발히 활동하는 3인조 록 밴드이에요. 멤버는 시오츠카 모에카(보컬, 기타), 카와니시 유키나(베이스), 후쿠다 히로아(드럼)로 구성되어 있어요. 이들은 섬세하면서도 강렬한 사운드를 특징으로 하며, 슈게이징과 얼터너티브 록 장르를 기반으로 독자적인 음악 세계를 펼치고 있어요. 밴드 이름인 '양문학(羊文学)'은 '양의 문학'이라는 뜻을 담고 있어요. 특유의 서정적이고 감성적인 가사와 몽환적인 연주는 많은 팬들에게 깊은 공감을 선사하고 있답니어요. 2010년대 초반 결성된 후 인디씬에서 주목받기 시작했고, 2017년 첫 EP 'Orange'를 발표하며 본격적인 활동을 시작했어요. 그들의 음악은 청춘의 고민과 감정을 솔직하게 담아내어 깊은 울림을 전하고 있어요.",https://www.instagram.com/hitsujibungaku/,"록,슈게이징,얼터너티브 록,인디 록",https://img.sonymusic.co.jp/P/images/IM/hitsujibungaku/hitsujibungaku_artist_top_main_pc.jpg,2025-09-05 19:28:13.416,2025-09-08 21:09:59.875
51,Tomoshibi (토모시비),,2018.0,,음악,"Tomoshibi (토모시비)는 일본을 중심으로 활동하는 2인조 음악 유닛이에요. 보컬 HIMEKI와 작곡, 편곡, 기타를 담당하는 AKIRA로 구성되어 있답니어요. 이들은 록, J-POP, 멜로딕 록, 심포닉 메탈 등 다양한 장르를 넘나드는 음악을 선보이고 있어요. '토모시비 (燈火)'는 일본어로 '등불' 또는 '불빛'을 의미하며, 희망이나 길잡이 같은 긍정적인 메시지를 음악에 담아내고 있답니어요. HIMEKI의 파워풀하면서도 섬세한 보컬과 AKIRA의 감성적인 기타 연주가 조화를 이루며 독자적인 음악 세계를 구축해나가고 있어요.",https://www.instagram.com/tomoshibi.official/,"록,J-POP,멜로딕록,심포닉메탈,일본",https://pbs.twimg.com/media/F3sO6EybAAAG90Y?format=jpg&name=large,2025-09-05 19:28:13.416,2025-09-08 21:09:59.875
